sample_id,obs_id,strain_id,count
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_ctrl_009,ctrl_009,1865
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_ctrl_009,ctrl_009,3082
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_ctrl_009,ctrl_009,5353
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_ctrl_009,ctrl_009,6435
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_ctrl_009,ctrl_009,6969
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_ctrl_009,ctrl_009,788
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_ctrl_009,ctrl_009,1806
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_ctrl_009,ctrl_009,3287
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_ctrl_009,ctrl_009,5138
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_ctrl_009,ctrl_009,6305
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_ctrl_009,ctrl_009,6696
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_ctrl_009,ctrl_009,885
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_ctrl_009,ctrl_009,1826
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_ctrl_009,ctrl_009,3191
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_ctrl_009,ctrl_009,4595
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_ctrl_009,ctrl_009,6660
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_ctrl_009,ctrl_009,7830
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_000,str_000,759
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_000,str_000,590
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_000,str_000,535
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_000,str_000,437
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_000,str_000,329
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_000,str_000,181
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_000,str_000,866
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_000,str_000,600
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_000,str_000,525
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_000,str_000,456
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_000,str_000,293
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_000,str_000,228
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_000,str_000,850
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_000,str_000,641
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_000,str_000,560
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_000,str_000,427
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_000,str_000,308
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_000,str_000,162
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_001,str_001,867
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_001,str_001,687
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_001,str_001,674
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_001,str_001,432
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_001,str_001,387
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_001,str_001,155
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_001,str_001,675
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_001,str_001,763
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_001,str_001,673
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_001,str_001,529
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_001,str_001,221
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_001,str_001,194
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_001,str_001,827
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_001,str_001,785
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_001,str_001,712
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_001,str_001,362
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_001,str_001,306
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_001,str_001,223
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_002,str_002,1085
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_002,str_002,1177
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_002,str_002,926
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_002,str_002,815
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_002,str_002,481
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_002,str_002,345
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_002,str_002,1172
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_002,str_002,1287
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_002,str_002,1010
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_002,str_002,752
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_002,str_002,512
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_002,str_002,338
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_002,str_002,1229
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_002,str_002,1329
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_002,str_002,1009
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_002,str_002,769
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_002,str_002,519
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_002,str_002,317
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_003,str_003,1449
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_003,str_003,1387
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_003,str_003,1162
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_003,str_003,798
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_003,str_003,593
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_003,str_003,360
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_003,str_003,1329
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_003,str_003,1329
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_003,str_003,1222
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_003,str_003,747
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_003,str_003,565
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_003,str_003,400
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_003,str_003,1495
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_003,str_003,1166
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_003,str_003,1140
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_003,str_003,843
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_003,str_003,557
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_003,str_003,414
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_004,str_004,941
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_004,str_004,805
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_004,str_004,605
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_004,str_004,474
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_004,str_004,243
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_004,str_004,157
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_004,str_004,1113
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_004,str_004,900
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_004,str_004,671
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_004,str_004,451
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_004,str_004,298
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_004,str_004,209
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_004,str_004,999
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_004,str_004,760
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_004,str_004,632
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_004,str_004,451
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_004,str_004,275
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_004,str_004,199
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_005,str_005,1276
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_005,str_005,1343
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_005,str_005,1248
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_005,str_005,914
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_005,str_005,625
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_005,str_005,394
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_005,str_005,1921
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_005,str_005,1472
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_005,str_005,1335
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_005,str_005,866
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_005,str_005,708
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_005,str_005,476
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_005,str_005,1700
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_005,str_005,1352
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_005,str_005,1179
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_005,str_005,1044
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_005,str_005,629
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_005,str_005,505
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_006,str_006,923
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_006,str_006,810
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_006,str_006,740
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_006,str_006,579
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_006,str_006,319
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_006,str_006,269
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_006,str_006,856
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_006,str_006,867
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_006,str_006,614
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_006,str_006,527
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_006,str_006,358
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_006,str_006,241
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_006,str_006,1061
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_006,str_006,908
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_006,str_006,781
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_006,str_006,616
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_006,str_006,393
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_006,str_006,242
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_007,str_007,1259
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_007,str_007,1027
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_007,str_007,785
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_007,str_007,620
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_007,str_007,423
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_007,str_007,288
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_007,str_007,1125
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_007,str_007,851
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_007,str_007,750
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_007,str_007,682
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_007,str_007,376
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_007,str_007,313
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_007,str_007,809
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_007,str_007,982
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_007,str_007,791
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_007,str_007,593
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_007,str_007,359
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_007,str_007,273
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_008,str_008,1054
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_008,str_008,1103
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_008,str_008,762
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_008,str_008,541
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_008,str_008,442
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_008,str_008,216
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_008,str_008,1241
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_008,str_008,1223
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_008,str_008,806
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_008,str_008,657
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_008,str_008,399
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_008,str_008,257
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_008,str_008,1211
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_008,str_008,1244
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_008,str_008,861
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_008,str_008,590
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_008,str_008,366
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_008,str_008,207
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_009,str_009,1081
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_009,str_009,996
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_009,str_009,743
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_009,str_009,451
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_009,str_009,376
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_009,str_009,245
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_009,str_009,1076
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_009,str_009,1186
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_009,str_009,742
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_009,str_009,401
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_009,str_009,312
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_009,str_009,242
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_009,str_009,1348
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_009,str_009,851
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_009,str_009,687
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_009,str_009,649
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_009,str_009,386
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_009,str_009,218
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_010,str_010,708
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_010,str_010,630
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_010,str_010,396
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_010,str_010,387
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_010,str_010,202
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_010,str_010,154
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_010,str_010,719
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_010,str_010,690
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_010,str_010,533
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_010,str_010,458
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_010,str_010,219
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_010,str_010,150
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_010,str_010,715
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_010,str_010,630
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_010,str_010,473
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_010,str_010,406
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_010,str_010,286
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_010,str_010,168
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_011,str_011,874
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_011,str_011,770
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_011,str_011,751
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_011,str_011,480
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_011,str_011,371
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_011,str_011,304
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_011,str_011,919
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_011,str_011,851
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_011,str_011,703
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_011,str_011,470
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_011,str_011,315
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_011,str_011,214
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_011,str_011,850
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_011,str_011,864
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_011,str_011,658
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_011,str_011,487
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_011,str_011,366
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_011,str_011,247
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_012,str_012,742
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_012,str_012,807
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_012,str_012,752
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_012,str_012,485
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_012,str_012,302
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_012,str_012,253
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_012,str_012,849
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_012,str_012,714
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_012,str_012,627
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_012,str_012,416
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_012,str_012,345
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_012,str_012,229
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_012,str_012,857
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_012,str_012,630
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_012,str_012,631
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_012,str_012,429
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_012,str_012,255
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_012,str_012,183
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_013,str_013,779
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_013,str_013,636
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_013,str_013,694
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_013,str_013,434
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_013,str_013,303
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_013,str_013,164
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_013,str_013,579
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_013,str_013,595
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_013,str_013,497
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_013,str_013,449
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_013,str_013,244
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_013,str_013,193
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_013,str_013,817
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_013,str_013,688
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_013,str_013,609
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_013,str_013,452
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_013,str_013,332
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_013,str_013,196
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_014,str_014,479
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_014,str_014,511
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_014,str_014,318
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_014,str_014,224
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_014,str_014,138
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_014,str_014,114
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_014,str_014,506
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_014,str_014,448
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_014,str_014,289
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_014,str_014,234
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_014,str_014,154
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_014,str_014,94
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_014,str_014,520
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_014,str_014,395
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_014,str_014,311
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_014,str_014,264
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_014,str_014,161
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_014,str_014,120
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_015,str_015,1044
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_015,str_015,808
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_015,str_015,750
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_015,str_015,456
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_015,str_015,261
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_015,str_015,212
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_015,str_015,851
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_015,str_015,1132
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_015,str_015,690
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_015,str_015,486
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_015,str_015,301
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_015,str_015,178
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_015,str_015,829
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_015,str_015,699
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_015,str_015,708
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_015,str_015,446
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_015,str_015,260
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_015,str_015,206
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_016,str_016,946
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_016,str_016,697
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_016,str_016,613
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_016,str_016,530
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_016,str_016,283
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_016,str_016,249
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_016,str_016,1060
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_016,str_016,838
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_016,str_016,644
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_016,str_016,465
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_016,str_016,326
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_016,str_016,212
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_016,str_016,861
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_016,str_016,785
dose_9-rep_2-t_2,dose_9-rep_2-t_2-strain_str_016,str_016,723
dose_9-rep_2-t_3,dose_9-rep_2-t_3-strain_str_016,str_016,546
dose_9-rep_2-t_4,dose_9-rep_2-t_4-strain_str_016,str_016,330
dose_9-rep_2-t_5,dose_9-rep_2-t_5-strain_str_016,str_016,258
dose_9-rep_0-t_0,dose_9-rep_0-t_0-strain_str_017,str_017,613
dose_9-rep_0-t_1,dose_9-rep_0-t_1-strain_str_017,str_017,513
dose_9-rep_0-t_2,dose_9-rep_0-t_2-strain_str_017,str_017,552
dose_9-rep_0-t_3,dose_9-rep_0-t_3-strain_str_017,str_017,266
dose_9-rep_0-t_4,dose_9-rep_0-t_4-strain_str_017,str_017,155
dose_9-rep_0-t_5,dose_9-rep_0-t_5-strain_str_017,str_017,123
dose_9-rep_1-t_0,dose_9-rep_1-t_0-strain_str_017,str_017,581
dose_9-rep_1-t_1,dose_9-rep_1-t_1-strain_str_017,str_017,501
dose_9-rep_1-t_2,dose_9-rep_1-t_2-strain_str_017,str_017,357
dose_9-rep_1-t_3,dose_9-rep_1-t_3-strain_str_017,str_017,348
dose_9-rep_1-t_4,dose_9-rep_1-t_4-strain_str_017,str_017,194
dose_9-rep_1-t_5,dose_9-rep_1-t_5-strain_str_017,str_017,128
dose_9-rep_2-t_0,dose_9-rep_2-t_0-strain_str_017,str_017,503
dose_9-rep_2-t_1,dose_9-rep_2-t_1-strain_str_017,str_017,559
